candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,non_glowing_required_cells,missing_required_resources,non_glowing_cell_ids,final_score,connected_cells,layout_score,diagnostics
0,false,-1,13.50,135,10254,4446,0,16,7,9,0,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-l-001|red-myco-002,16008,16,1750976,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-f-002]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-f-002]|[red-myco-002]"
90,false,-1,14.00,140,10386,5356,0,16,7,9,0,cell-a-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-l-001|red-myco-001|red-myco-002,26824,16,1735272,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,red-myco-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002]"
91,false,-1,14.40,144,10448,5606,0,16,9,7,0,cell-a-001|cell-c-001|cell-d-001|cell-f-002|cell-i-001|cell-l-001|red-myco-001,29823,16,1685667,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-l-001,red-myco-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]"
92,false,-1,10.20,102,6513,2122,0,15,3,13,3,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-002,-19151,16,1370098,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-002;missingResources=F,I,L;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-c-001,cell-d-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-c-001,cell-d-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-002]"
93,false,-1,9.90,99,8145,3568,0,15,6,10,3,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-f-002|cell-i-001|cell-j-001|cell-k-002|cell-l-001,-285,16,1620941,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-j-001,cell-k-002,cell-l-001;missingResources=F,I,L;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]"
94,false,-1,11.00,110,7843,3791,0,13,5,11,3,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-002,898,16,1417713,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-002;missingResources=F,I,L;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-002]"
95,false,-1,10.40,104,7769,3996,0,13,9,7,2,cell-d-001|cell-f-001|cell-f-002|cell-i-001|cell-j-001|cell-k-002|cell-l-001,3282,16,1376756,"alive=False;won=False;sustained=0;nonGlowing=cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-j-001,cell-k-002,cell-l-001;missingResources=F,L;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]"
96,false,-1,14.50,145,11456,4499,0,16,6,10,0,cell-a-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-002,16537,16,1683865,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002]"
97,false,-1,13.90,139,10309,4587,0,16,5,11,0,cell-a-001|cell-c-001|cell-d-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-001|red-myco-002,17593,16,1681753,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002]"
98,false,-1,14.40,144,10430,4648,0,16,6,10,0,cell-a-001|cell-c-001|cell-d-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-l-001|red-myco-001|red-myco-002,18325,16,1779482,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-l-001,red-myco-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002]"
99,false,-1,14.00,140,10713,5646,0,16,10,6,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-002|cell-i-001,29400,16,1751335,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-002,cell-i-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-f-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-f-002]"
100,false,-1,9.60,96,5986,2195,0,16,4,12,3,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-k-002|cell-l-001|red-myco-002,-16533,16,1523806,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-k-002,cell-l-001,red-myco-002;missingResources=F,I,L;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-c-001,cell-d-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-c-001,cell-d-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-002]"
101,false,-1,9.90,99,8145,3568,0,15,6,10,3,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-f-002|cell-i-001|cell-j-001|cell-k-002|cell-l-001,-285,16,1620912,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-j-001,cell-k-002,cell-l-001;missingResources=F,I,L;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]"
102,false,-1,10.70,107,7672,3580,0,15,5,11,3,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-002,1002,16,1628772,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-002;missingResources=F,I,L;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-002]"
103,false,-1,14.60,146,11321,5320,0,16,6,10,0,cell-a-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-001|red-myco-002,26442,16,1593748,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002]"
104,false,-1,16.00,160,12339,5535,0,16,7,9,0,cell-a-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-002,29084,16,1707827,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002]"
105,false,-1,16.60,166,12883,6796,0,16,9,7,0,cell-a-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|red-myco-002,43487,16,1696960,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002]"
106,false,-1,17.50,175,12973,6964,0,16,9,7,0,cell-a-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|red-myco-002,46347,16,1710950,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002]"
107,false,-1,14.90,149,12008,5305,0,16,7,9,0,cell-a-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-002,26231,16,1700250,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002]"
108,false,-1,12.90,129,9870,3697,0,15,4,12,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-001|red-myco-002,5089,16,1498452,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-001,red-myco-002;missingResources=C;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001]|[red-myco-001]|[red-myco-002]"
109,false,-1,14.90,149,12156,5304,0,16,7,9,0,cell-a-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-002,26222,16,1659433,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002]"
110,false,-1,17.50,175,14184,8554,0,16,11,5,0,cell-a-001|cell-f-001|cell-i-001|cell-j-001|red-myco-002,65467,16,1696937,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-f-001,cell-i-001,cell-j-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002]"
111,false,-1,16.60,166,12883,6796,0,16,9,7,0,cell-a-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|red-myco-002,43487,16,1700095,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002]"
112,false,-1,17.60,176,12993,6449,0,16,8,8,0,cell-a-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|red-myco-002,40172,16,1801987,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002]"
113,false,-1,14.20,142,11184,5938,0,16,11,5,0,cell-c-001|cell-d-001|cell-i-001|cell-j-001|cell-l-001,32914,16,1608325,"alive=False;won=False;sustained=0;nonGlowing=cell-c-001,cell-d-001,cell-i-001,cell-j-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]"
114,false,-1,14.70,147,11552,5514,0,16,7,9,0,cell-a-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-002,27880,16,1658221,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002]"
115,false,-1,15.90,159,12544,6659,0,16,9,7,0,cell-a-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|red-myco-002,41781,16,1653060,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002]"
116,false,-1,13.00,130,10528,5541,0,16,8,8,0,cell-a-001|cell-c-001|cell-d-001|cell-f-002|cell-h-001|cell-i-001|cell-j-001|cell-l-001,27272,16,1590251,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-f-002,cell-h-001,cell-i-001,cell-j-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-d-001,cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-f-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-d-001,cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-f-002]"
117,false,-1,15.50,155,12167,5287,0,16,7,9,0,cell-a-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-002,25213,16,1776212,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002]"
118,false,-1,16.60,166,11767,5354,0,16,7,9,0,cell-a-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-002,26832,16,1754010,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002]"
119,false,-1,14.90,149,11733,5330,0,16,7,9,0,cell-a-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-002,26622,16,1696845,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002]"
